;N° de factura;Fecha de factura;ID Cliente;País;Cantidad;Monto
12901;551848;5/4/2021 14:27:00;;United Kingdom;2;5.10
12902;559160;7/6/2021 16:15:00;17293.0;United Kingdom;150;235.82
12903;555385;6/2/2021 15:22:00;15658.0;United Kingdom;2;7.50
12904;578113;11/23/2021 9:35:00;14560.0;United Kingdom;168;92.40
12905;571660;10/18/2021 12:49:00;16191.0;United Kingdom;490;539.18
12906;544061;2/15/2021 13:12:00;14176.0;United Kingdom;24;66.00
12907;567972;9/23/2021 10:14:00;13949.0;United Kingdom;318;371.36
12908;543193;2/4/2021 12:18:00;13725.0;United Kingdom;177;947.65
12909;561893;7/31/2021 14:39:00;12942.0;United Kingdom;99;287.38
12910;561031;7/24/2021 11:32:00;13461.0;United Kingdom;412;307.80
12911;C575079;11/8/2021 13:28:00;14911.0;EIRE;-5;-18.75
12912;571716;10/18/2021 17:05:00;;United Kingdom;668;1911.88
12913;576849;11/16/2021 15:39:00;13924.0;United Kingdom;7;23.55
12914;C560563;7/19/2021 13:37:00;14911.0;EIRE;-3;-18.25
12915;575736;11/11/2021 8:47:00;12697.0;Sweden;149;223.68
12916;558683;7/1/2021 11:23:00;;United Kingdom;59;422.75
12917;561706;7/29/2021 11:25:00;14735.0;United Kingdom;70;177.60
12918;541596;1/19/2021 16:19:00;17602.0;United Kingdom;644;581.13
12919;579250;11/28/2021 16:35:00;14480.0;United Kingdom;143;279.05
12920;544332;2/17/2021 17:34:00;17419.0;United Kingdom;238;333.00
12921;577030;11/17/2021 12:59:00;14060.0;United Kingdom;336;412.56
12922;575368;11/9/2021 15:07:00;14482.0;United Kingdom;110;249.72
12923;573149;10/27/2021 19:56:00;16438.0;United Kingdom;99;148.72
12924;545078;2/28/2021 10:15:00;;United Kingdom;186;899.96
12925;C574875;11/7/2021 13:06:00;16416.0;United Kingdom;-17;-24.41
12926;552303;5/8/2021 15:15:00;14341.0;United Kingdom;150;247.77
12927;547223;3/21/2021 15:10:00;12867.0;United Kingdom;563;500.34
12928;567076;9/16/2021 12:27:00;15505.0;United Kingdom;634;639.24
12929;541522;1/19/2021 9:54:00;17419.0;United Kingdom;102;330.20
12930;568663;9/28/2021 12:46:00;14440.0;United Kingdom;108;373.02
12931;C541009;1/13/2021 10:56:00;17581.0;United Kingdom;-4;-23.40
12932;536371;12/1/2020 9:00:00;13748.0;United Kingdom;80;204.00
12933;562332;8/4/2021 11:44:00;13791.0;United Kingdom;500;579.00
12934;547772;3/25/2021 11:34:00;17979.0;United Kingdom;81;231.77
12935;539708;12/21/2020 12:18:00;;United Kingdom;168;1121.38
12936;C576226;11/14/2021 13:10:00;13268.0;United Kingdom;-2;-8.20
12937;567356;9/19/2021 16:21:00;16527.0;United Kingdom;106;228.06
12938;C545852;3/7/2021 13:49:00;14048.0;United Kingdom;-14;-34.80
12939;580559;12/5/2021 10:24:00;15628.0;United Kingdom;96;202.95
12940;557007;6/16/2021 11:30:00;12484.0;Spain;424;1137.99
12941;572490;10/24/2021 13:59:00;14467.0;United Kingdom;91;180.27
12942;553918;5/20/2021 8:39:00;16146.0;United Kingdom;156;273.44
12943;541504;1/18/2021 15:37:00;14415.0;United Kingdom;74;235.60
12944;C575663;11/10/2021 14:52:00;13769.0;United Kingdom;-1;-1.69
12945;558356;6/28/2021 14:58:00;14854.0;United Kingdom;12;15.00
12946;564023;8/22/2021 12:16:00;17562.0;United Kingdom;70;125.70
12947;558866;7/4/2021 12:40:00;;EIRE;4;59.80
12948;575747;11/11/2021 10:19:00;12589.0;France;223;515.18
12949;568801;9/29/2021 10:46:00;14475.0;United Kingdom;204;303.68
12950;574544;11/4/2021 14:49:00;17084.0;United Kingdom;1283;2044.10
12951;C557656;6/21/2021 17:37:00;14001.0;United Kingdom;-3;-12.75
12952;562284;8/4/2021 10:44:00;15133.0;United Kingdom;368;324.52
12953;575069;11/8/2021 12:51:00;17637.0;United Kingdom;65;208.11
12954;556435;6/10/2021 14:08:00;14895.0;United Kingdom;74;151.20
12955;547840;3/27/2021 10:56:00;15133.0;United Kingdom;206;324.70
12956;542647;1/31/2021 11:46:00;18245.0;United Kingdom;320;439.18
12957;556876;6/15/2021 11:56:00;16241.0;United Kingdom;121;173.82
12958;540506;1/9/2021 11:12:00;17796.0;United Kingdom;73;282.25
12959;570408;10/10/2021 12:59:00;13685.0;United Kingdom;2904;1334.16
12960;559783;7/12/2021 12:02:00;13069.0;United Kingdom;432;302.04
12961;541484;1/18/2021 12:46:00;16814.0;United Kingdom;117;193.09
12962;576567;11/15/2021 13:41:00;17220.0;United Kingdom;79;114.00
12963;572878;10/26/2021 13:34:00;16029.0;United Kingdom;260;431.60
12964;C571507;10/17/2021 15:24:00;13919.0;Denmark;-37;-34.65
12965;575924;11/11/2021 17:13:00;17069.0;United Kingdom;89;149.23
12966;537800;12/8/2020 13:08:00;12748.0;United Kingdom;75;69.79
12967;565317;9/2/2021 13:00:00;12921.0;United Kingdom;288;598.38
12968;560549;7/19/2021 12:43:00;12664.0;Finland;188;653.90
12969;547036;3/20/2021 10:35:00;17017.0;United Kingdom;264;380.40
12970;563172;8/12/2021 13:15:00;12399.0;Belgium;175;209.62
12971;562546;8/5/2021 15:46:00;;United Kingdom;-110;0.00
12972;570896;10/13/2021 10:52:00;14217.0;United Kingdom;27;102.95
12973;553420;5/17/2021 10:14:00;17519.0;United Kingdom;87;306.85
12974;575491;11/9/2021 17:47:00;15531.0;United Kingdom;840;1522.31
12975;547391;3/22/2021 16:32:00;14735.0;United Kingdom;24;70.80
12976;572310;10/23/2021 15:30:00;12748.0;United Kingdom;8;20.08
12977;548010;3/29/2021 11:04:00;14646.0;Netherlands;1070;2527.94
12978;572691;10/25/2021 14:15:00;;United Kingdom;-15;0.00
12979;576520;11/15/2021 12:33:00;14467.0;United Kingdom;92;172.65
12980;539659;12/21/2020 9:47:00;15034.0;United Kingdom;454;842.90
12981;558561;6/30/2021 13:25:00;13742.0;United Kingdom;26;199.70
12982;573134;10/27/2021 16:59:00;12952.0;United Kingdom;25;74.65
12983;574251;11/3/2021 13:22:00;18205.0;United Kingdom;116;291.60
12984;568593;9/28/2021 10:54:00;13988.0;United Kingdom;1076;1261.81
12985;548162;3/29/2021 13:42:00;;United Kingdom;989;4225.29
12986;573910;11/1/2021 15:34:00;13969.0;United Kingdom;258;422.10
12987;559047;7/5/2021 15:44:00;13082.0;United Kingdom;1342;1278.10
12988;C563207;8/14/2021 12:10:00;17613.0;United Kingdom;-5;-16.83
12989;561661;7/28/2021 16:21:00;12743.0;Unspecified;114;199.08
12990;579668;11/30/2021 12:32:00;15152.0;United Kingdom;255;405.47
12991;553383;5/16/2021 15:48:00;18230.0;United Kingdom;240;403.26
12992;562804;8/9/2021 14:48:00;13355.0;United Kingdom;314;674.70
12993;C569955;10/6/2021 18:35:00;17644.0;United Kingdom;-4;-17.40
12994;567610;9/21/2021 11:30:00;17511.0;United Kingdom;2612;4463.08
12995;574754;11/7/2021 9:24:00;17430.0;United Kingdom;130;153.16
12996;540018;1/4/2021 12:07:00;;United Kingdom;2;0.00
12997;C560124;7/15/2021 10:36:00;17440.0;United Kingdom;-11;-8.15
12998;558350;6/28/2021 14:51:00;17188.0;United Kingdom;38;82.66
12999;556437;6/10/2021 14:31:00;14077.0;United Kingdom;65;110.79
13000;C569969;10/6/2021 18:56:00;17159.0;United Kingdom;-1;-4.15
13001;541135;1/14/2021 10:31:00;16233.0;United Kingdom;78;179.10
13002;540530;1/9/2021 14:02:00;14755.0;United Kingdom;238;488.46
13003;564338;8/24/2021 14:41:00;12649.0;Germany;6;15.30
13004;574840;11/7/2021 11:41:00;12748.0;United Kingdom;168;248.59
13005;549302;4/8/2021 8:25:00;14246.0;United Kingdom;216;449.64
13006;577893;11/22/2021 11:47:00;17073.0;United Kingdom;159;279.37
13007;561045;7/24/2021 12:29:00;17522.0;United Kingdom;183;124.71
13008;572326;10/24/2021 9:55:00;14607.0;United Kingdom;1416;2199.12
13009;562453;8/5/2021 10:31:00;18097.0;United Kingdom;122;234.54
13010;C572754;10/25/2021 17:29:00;15482.0;United Kingdom;-264;-360.00
13011;568423;9/27/2021 11:24:00;17061.0;United Kingdom;118;573.40
13012;C556274;6/9/2021 19:46:00;15299.0;United Kingdom;-1;-600.00
13013;574055;11/2/2021 14:08:00;16525.0;United Kingdom;434;863.04
13014;C558899;7/4/2021 16:00:00;14338.0;United Kingdom;-1;-5.95
13015;548163;3/29/2021 13:43:00;;United Kingdom;129;873.05
13016;C573034;10/27/2021 13:41:00;14227.0;United Kingdom;-3;-24.75
13017;543820;2/13/2021 16:05:00;16084.0;United Kingdom;216;436.18
13018;559793;7/12/2021 12:43:00;17949.0;United Kingdom;23;24.38
13019;562365;8/4/2021 13:51:00;14344.0;United Kingdom;39;117.30
13020;557786;6/22/2021 16:01:00;15550.0;United Kingdom;62;141.14
13021;577127;11/17/2021 19:27:00;16871.0;United Kingdom;192;445.08
13022;572021;10/20/2021 10:57:00;15664.0;United Kingdom;157;386.43
13023;C546730;3/16/2021 11:39:00;18183.0;United Kingdom;-3;-10.85
13024;571377;10/17/2021 11:56:00;14911.0;EIRE;66;292.00
13025;579245;11/28/2021 16:01:00;17929.0;United Kingdom;16;136.00
13026;C574083;11/2/2021 16:39:00;15521.0;United Kingdom;-12;-10.20
13027;C559830;7/13/2021 9:49:00;16998.0;United Kingdom;-1;-0.48
13028;560184;7/15/2021 11:49:00;12971.0;United Kingdom;54;52.98
13029;549182;4/7/2021 9:12:00;15646.0;United Kingdom;140;150.24
13030;576844;11/16/2021 15:33:00;16713.0;United Kingdom;794;1115.52
13031;555544;6/5/2021 13:05:00;14621.0;United Kingdom;152;330.61
13032;565857;9/7/2021 14:13:00;14911.0;EIRE;942;1464.58
13033;551439;4/28/2021 15:26:00;14758.0;United Kingdom;102;327.72
13034;552018;5/5/2021 17:42:00;16817.0;United Kingdom;72;217.80
13035;580305;12/2/2021 14:26:00;12970.0;United Kingdom;250;385.56
13036;C566999;9/16/2021 11:14:00;14842.0;United Kingdom;-2;-9.90
13037;578529;11/24/2021 14:29:00;;United Kingdom;-23;0.00
13038;547073;3/20/2021 14:23:00;17211.0;United Kingdom;168;345.82
13039;C562726;8/9/2021 9:05:00;16401.0;United Kingdom;-3;-8.05
13040;545462;3/3/2021 8:24:00;17567.0;United Kingdom;348;535.38
13041;578811;11/25/2021 13:28:00;12438.0;Norway;594;2016.78
13042;557108;6/16/2021 15:58:00;;United Kingdom;-1440;0.00
13043;574678;11/6/2021 12:36:00;13365.0;United Kingdom;843;1524.77
13044;576580;11/15/2021 14:15:00;;United Kingdom;-5;0.00
13045;541172;1/14/2021 11:47:00;13854.0;United Kingdom;103;345.85
13046;548412;3/31/2021 10:38:00;12601.0;Germany;49;111.00
13047;569841;10/6/2021 13:27:00;17428.0;United Kingdom;34;124.30
13048;557024;6/16/2021 13:05:00;;United Kingdom;14;5.88
13049;547788;3/25/2021 12:00:00;;United Kingdom;431;2526.98
13050;556043;6/8/2021 12:49:00;14078.0;United Kingdom;73;243.93
13051;575484;11/9/2021 17:02:00;16670.0;United Kingdom;199;484.15
13052;561520;7/27/2021 17:03:00;17870.0;United Kingdom;32;30.42
13053;556496;6/12/2021 15:20:00;14397.0;United Kingdom;36;45.00
13054;568387;9/27/2021 10:04:00;13704.0;United Kingdom;340;422.32
13055;C577386;11/18/2021 16:54:00;18276.0;United Kingdom;-1;-6.25
13056;540162;1/5/2021 11:52:00;13089.0;United Kingdom;33;95.65
13057;C564426;8/25/2021 11:13:00;15804.0;United Kingdom;-2;-5.00
13058;C555595;6/6/2021 10:14:00;17652.0;United Kingdom;-14;-4.34
13059;536627;12/2/2020 10:53:00;15658.0;United Kingdom;64;306.20
13060;559698;7/11/2021 17:07:00;17589.0;United Kingdom;489;631.65
13061;552454;5/9/2021 14:22:00;18172.0;United Kingdom;256;652.80
13062;580306;12/2/2021 14:29:00;14250.0;United Kingdom;196;435.00
13063;579274;11/29/2021 10:01:00;13467.0;United Kingdom;158;301.25
13064;560577;7/19/2021 15:07:00;18223.0;United Kingdom;173;471.27
13065;552687;5/10/2021 15:09:00;;United Kingdom;147;953.53
13066;539262;12/16/2020 14:35:00;15789.0;United Kingdom;438;351.30
13067;567383;9/20/2021 10:21:00;18180.0;United Kingdom;109;301.15
13068;544650;2/22/2021 12:40:00;16349.0;United Kingdom;9;53.50
13069;581221;12/8/2021 9:40:00;17856.0;United Kingdom;265;275.40
13070;C567627;9/21/2021 13:01:00;17511.0;United Kingdom;-12;-39.71
13071;561055;7/24/2021 13:14:00;16684.0;United Kingdom;480;201.60
13072;571731;10/19/2021 9:51:00;;United Kingdom;1;0.00
13073;575830;11/11/2021 11:34:00;14226.0;United Kingdom;1;16.95
13074;581064;12/7/2021 11:16:00;13882.0;United Kingdom;324;193.08
13075;545155;2/28/2021 13:25:00;14527.0;United Kingdom;20;122.00
13076;563257;8/15/2021 12:07:00;13799.0;United Kingdom;216;347.16
13077;549188;4/7/2021 10:10:00;13731.0;United Kingdom;166;308.12
13078;556932;6/15/2021 15:41:00;;United Kingdom;457;1456.75
13079;C556324;6/10/2021 11:15:00;14287.0;United Kingdom;-25;-25.40
13080;574884;11/7/2021 13:57:00;15291.0;United Kingdom;48;204.00
13081;576225;11/14/2021 13:10:00;13277.0;United Kingdom;30;49.50
13082;569534;10/4/2021 15:27:00;;United Kingdom;2;7.84
13083;565667;9/6/2021 8:34:00;17449.0;United Kingdom;102;174.86
13084;C566966;9/15/2021 18:02:00;16362.0;United Kingdom;-1;-3.75
13085;559539;7/10/2021 12:28:00;18024.0;United Kingdom;148;337.58
13086;C551557;5/3/2021 10:37:00;13113.0;United Kingdom;-6;-51.00
13087;571065;10/13/2021 14:59:00;12613.0;Germany;885;1881.86
13088;554826;5/26/2021 14:53:00;12493.0;France;88;232.50
13089;541670;1/20/2021 12:34:00;14911.0;EIRE;1332;2756.84
13090;C545438;3/2/2021 15:54:00;14231.0;United Kingdom;-5;-23.75
13091;555506;6/3/2021 16:03:00;;United Kingdom;-57;0.00
13092;577313;11/18/2021 13:21:00;14342.0;United Kingdom;125;157.78
13093;575652;11/10/2021 14:28:00;12748.0;United Kingdom;43;469.65
13094;558612;6/30/2021 15:40:00;17949.0;United Kingdom;828;877.68
13095;577687;11/21/2021 11:16:00;12583.0;France;271;397.72
13096;C550353;4/18/2021 10:29:00;17841.0;United Kingdom;-7;-12.97
13097;540777;1/11/2021 11:15:00;13144.0;United Kingdom;21;110.95
13098;555543;6/5/2021 12:59:00;13089.0;United Kingdom;324;627.04
13099;C555360;6/2/2021 14:06:00;16133.0;United Kingdom;-11;-31.15
13100;565308;9/2/2021 12:22:00;;United Kingdom;-432;0.00
13101;546407;3/11/2021 16:24:00;;United Kingdom;-178;0.00
13102;565346;9/2/2021 14:41:00;;United Kingdom;6;16.50
13103;549454;4/8/2021 14:18:00;;United Kingdom;46;0.00
13104;578623;11/24/2021 15:32:00;15953.0;United Kingdom;90;158.42
13105;553014;5/12/2021 18:49:00;13451.0;United Kingdom;416;640.01
13106;570209;10/9/2021 10:29:00;16326.0;United Kingdom;106;380.53
13107;581005;12/7/2021 8:45:00;12828.0;United Kingdom;67;83.62
13108;547702;3/24/2021 16:45:00;14911.0;EIRE;114;415.45
13109;576055;11/13/2021 15:02:00;15449.0;United Kingdom;296;326.82
13110;553427;5/17/2021 10:36:00;17522.0;United Kingdom;90;100.98
13111;580687;12/5/2021 15:38:00;16379.0;United Kingdom;226;401.64
13112;576071;11/13/2021 16:03:00;18069.0;United Kingdom;206;254.70
13113;564048;8/22/2021 13:20:00;16013.0;United Kingdom;16;40.80
13114;569681;10/5/2021 14:31:00;;United Kingdom;25;0.00
13115;537796;12/8/2020 13:03:00;18061.0;United Kingdom;248;405.16
13116;546011;3/8/2021 16:31:00;17306.0;United Kingdom;936;367.20
13117;569106;9/30/2021 12:36:00;17376.0;United Kingdom;51;97.35
13118;546781;3/17/2021 9:03:00;12955.0;United Kingdom;404;473.82
13119;556181;6/9/2021 11:32:00;15407.0;United Kingdom;120;410.87
13120;576639;11/16/2021 9:43:00;13894.0;United Kingdom;141;282.45
13121;C556669;6/13/2021 16:28:00;16133.0;United Kingdom;-15;-29.85
13122;537876;12/8/2020 18:08:00;;United Kingdom;2;0.00
13123;544316;2/17/2021 14:49:00;16556.0;United Kingdom;362;640.14
13124;544657;2/22/2021 13:08:00;14895.0;United Kingdom;964;2346.34
13125;577524;11/20/2021 13:33:00;16905.0;United Kingdom;320;546.64
13126;569326;10/3/2021 12:47:00;14360.0;United Kingdom;211;624.91
13127;567156;9/16/2021 17:05:00;14462.0;United Kingdom;85;168.05
13128;564351;8/24/2021 14:59:00;13881.0;United Kingdom;858;1187.74
13129;575063;11/8/2021 12:32:00;16764.0;United Kingdom;143;355.77
13130;547037;3/20/2021 10:37:00;14101.0;United Kingdom;3620;1224.60
13131;543998;2/15/2021 10:52:00;18093.0;United Kingdom;228;264.60
13132;557028;6/16/2021 13:25:00;;United Kingdom;-4;0.00
13133;550364;4/18/2021 11:29:00;16713.0;United Kingdom;36;152.20
13134;566345;9/12/2021 12:27:00;17685.0;United Kingdom;861;1286.41
13135;563680;8/18/2021 12:06:00;18272.0;United Kingdom;285;372.25
13136;581483;12/9/2021 9:15:00;16446.0;United Kingdom;80995;168469.60
13137;574045;11/2/2021 13:18:00;13854.0;United Kingdom;100;409.08
13138;568085;9/23/2021 14:39:00;;United Kingdom;2;0.00
13139;575892;11/11/2021 14:22:00;16332.0;United Kingdom;131;202.31
13140;540544;1/9/2021 15:32:00;18032.0;United Kingdom;42;73.50
13141;543797;2/13/2021 10:24:00;15465.0;United Kingdom;56;278.65
13142;539760;12/21/2020 17:16:00;17400.0;United Kingdom;250;424.17
13143;580388;12/4/2021 10:30:00;18065.0;United Kingdom;73;138.35
13144;544307;2/17/2021 14:04:00;15903.0;United Kingdom;384;161.28
13145;580156;12/2/2021 10:32:00;14897.0;United Kingdom;146;620.06
13146;544648;2/22/2021 12:24:00;15722.0;United Kingdom;112;324.05
13147;579539;11/30/2021 10:06:00;14911.0;EIRE;100;350.97
13148;572886;10/26/2021 13:46:00;12448.0;Spain;243;449.45
13149;C538874;12/14/2020 15:16:00;12867.0;United Kingdom;-5;-8.25
13150;574893;11/7/2021 14:40:00;18036.0;United Kingdom;80;151.08
13151;562354;8/4/2021 13:15:00;17470.0;United Kingdom;392;193.36
13152;538200;12/10/2020 11:11:00;17912.0;United Kingdom;57;95.25
13153;562388;8/4/2021 15:52:00;18099.0;United Kingdom;149;168.31
13154;551726;5/4/2021 8:17:00;13798.0;United Kingdom;288;593.52
13155;556282;6/10/2021 8:24:00;15679.0;United Kingdom;212;178.22
13156;C565227;9/2/2021 9:06:00;12708.0;Germany;-1;-2.10
13157;C573257;10/28/2021 12:19:00;14297.0;United Kingdom;-1;-6.42
13158;551193;4/27/2021 11:05:00;17954.0;United Kingdom;150;228.15
13159;C548626;4/1/2021 12:16:00;15622.0;United Kingdom;-1;-8.50
13160;580062;12/1/2021 13:28:00;15862.0;United Kingdom;86;173.15
13161;553018;5/12/2021 19:02:00;12757.0;Portugal;1;557.72
13162;549989;4/13/2021 16:58:00;13221.0;United Kingdom;91;349.25
13163;577646;11/21/2021 10:39:00;13189.0;United Kingdom;316;133.68
13164;546910;3/17/2021 19:46:00;13969.0;United Kingdom;69;145.55
13165;C573471;10/31/2021 10:58:00;14286.0;United Kingdom;-12;-10.20
13166;558038;6/24/2021 12:43:00;18219.0;United Kingdom;88;200.47
13167;550998;4/26/2021 9:12:00;12414.0;Austria;113;242.80
13168;560642;7/20/2021 11:07:00;17866.0;United Kingdom;174;329.65
13169;537137;12/5/2020 12:43:00;16327.0;United Kingdom;392;535.60
13170;554156;5/23/2021 11:28:00;13798.0;United Kingdom;184;366.00
13171;C539830;12/22/2020 13:13:00;14944.0;United Kingdom;-8;-39.60
13172;556791;6/14/2021 13:51:00;16928.0;United Kingdom;136;176.60
13173;560882;7/21/2021 15:47:00;17213.0;United Kingdom;148;312.59
13174;C574524;11/4/2021 13:53:00;17841.0;United Kingdom;-13;-35.56
13175;C567714;9/22/2021 10:11:00;16316.0;United Kingdom;-7;-10.05
13176;577835;11/22/2021 10:24:00;16607.0;United Kingdom;165;284.02
13177;567427;9/20/2021 11:34:00;;United Kingdom;4;9.49
13178;565748;9/6/2021 12:38:00;14156.0;EIRE;1145;4005.35
13179;548616;4/1/2021 11:48:00;18263.0;United Kingdom;328;307.60
13180;579681;11/30/2021 13:33:00;;United Kingdom;-26;0.00
13181;536556;12/1/2020 14:38:00;17643.0;United Kingdom;71;101.55
13182;573955;11/2/2021 10:51:00;14216.0;United Kingdom;242;459.80
13183;C553569;5/18/2021 9:23:00;16116.0;United Kingdom;-2;-19.90
13184;547114;3/21/2021 11:49:00;14688.0;United Kingdom;124;164.34
13185;540278;1/6/2021 12:31:00;15719.0;United Kingdom;224;433.04
13186;563104;8/12/2021 10:13:00;13888.0;United Kingdom;180;366.11
13187;567099;9/16/2021 13:31:00;15311.0;United Kingdom;136;257.30
13188;571216;10/14/2021 13:06:00;16081.0;United Kingdom;114;214.98
13189;542345;1/27/2021 11:55:00;15910.0;United Kingdom;93;149.49
13190;581241;12/8/2021 10:58:00;15520.0;United Kingdom;314;343.50
13191;577810;11/22/2021 8:44:00;17949.0;United Kingdom;1000;720.00
13192;539331;12/17/2020 9:39:00;16013.0;United Kingdom;300;216.00
13193;572336;10/24/2021 10:29:00;13523.0;United Kingdom;396;616.80
13194;539479;12/19/2020 15:20:00;;United Kingdom;6;17.55
13195;564923;8/31/2021 12:44:00;;United Kingdom;2;0.00
13196;537366;12/6/2020 12:39:00;14085.0;United Kingdom;106;308.05
13197;C574922;11/7/2021 16:39:00;15502.0;United Kingdom;-291;-913.08
13198;566439;9/12/2021 15:14:00;17656.0;United Kingdom;28;132.40
13199;565592;9/5/2021 13:54:00;16029.0;United Kingdom;240;480.00
13200;548313;3/30/2021 12:15:00;15353.0;United Kingdom;212;465.37
13201;C580918;12/6/2021 14:01:00;16779.0;United Kingdom;-24;-78.00
13202;553412;5/17/2021 9:40:00;14344.0;United Kingdom;26;61.50
13203;573546;10/31/2021 13:13:00;15974.0;United Kingdom;398;547.14
13204;567693;9/21/2021 17:26:00;;United Kingdom;-250;0.00
13205;C551585;5/3/2021 11:23:00;12483.0;Sweden;-2;-8.50
13206;C569370;10/3/2021 15:41:00;12484.0;Spain;-1;-9.95
13207;566026;9/8/2021 12:56:00;15618.0;United Kingdom;24;74.40
13208;558878;7/4/2021 13:53:00;16385.0;United Kingdom;85;126.62
13209;C548485;3/31/2021 12:50:00;14051.0;United Kingdom;-3;-8.85
13210;550941;4/21/2021 15:46:00;17109.0;United Kingdom;227;400.64
13211;542626;1/31/2021 9:51:00;12720.0;Germany;182;279.30
13212;C575777;11/11/2021 11:15:00;13881.0;United Kingdom;-40;-102.00
13213;543543;2/9/2021 15:33:00;17843.0;United Kingdom;113;205.48
13214;575587;11/10/2021 12:01:00;17461.0;United Kingdom;435;382.56
13215;575515;11/10/2021 10:41:00;17315.0;United Kingdom;159;420.75
13216;555091;5/31/2021 12:50:00;12748.0;United Kingdom;92;170.02
13217;575971;11/13/2021 13:00:00;13700.0;United Kingdom;138;308.10
13218;578196;11/23/2021 11:43:00;16168.0;United Kingdom;12;83.40
13219;539413;12/17/2020 13:44:00;;United Kingdom;12;0.00
13220;569688;10/5/2021 14:55:00;15048.0;United Kingdom;22;59.52
13221;C556649;6/13/2021 16:15:00;15238.0;United Kingdom;-2;-12.50
13222;557260;6/19/2021 10:39:00;17932.0;United Kingdom;202;345.50
13223;569046;9/30/2021 10:48:00;14422.0;United Kingdom;1286;1285.98
13224;C539857;12/22/2020 15:13:00;15358.0;United Kingdom;-1;-4.65
13225;542253;1/26/2021 16:36:00;;United Kingdom;3;2.85
13226;571937;10/20/2021 9:28:00;14911.0;EIRE;4462;2856.14
13227;553844;5/19/2021 12:36:00;13450.0;United Kingdom;422;437.94
13228;554511;5/24/2021 15:52:00;;United Kingdom;343;1425.38
13229;538910;12/15/2020 10:54:00;17454.0;United Kingdom;59;165.85
13230;576559;11/15/2021 13:19:00;14711.0;United Kingdom;100;263.67
13231;561885;7/31/2021 13:13:00;15532.0;United Kingdom;109;324.10
13232;572241;10/21/2021 15:20:00;12712.0;Germany;69;250.40
13233;564927;8/31/2021 12:45:00;;United Kingdom;2;0.00
13234;561314;7/26/2021 12:36:00;16266.0;United Kingdom;114;161.90
13235;572077;10/20/2021 14:09:00;15807.0;United Kingdom;48;251.80
13236;C558357;6/28/2021 15:04:00;15502.0;United Kingdom;-11;-18.29
13237;C545671;3/6/2021 10:08:00;15465.0;United Kingdom;-7;-76.65
13238;569884;10/6/2021 15:16:00;;United Kingdom;-14;0.00
13239;571120;10/14/2021 9:06:00;16950.0;United Kingdom;307;400.15
13240;551731;5/4/2021 9:57:00;14307.0;United Kingdom;311;424.42
13241;544900;2/24/2021 12:41:00;15121.0;United Kingdom;125;295.15
13242;571715;10/18/2021 17:04:00;17576.0;United Kingdom;165;317.00
13243;551985;5/5/2021 14:38:00;12395.0;Belgium;72;149.97
13244;563183;8/12/2021 14:47:00;14110.0;United Kingdom;454;860.98
13245;549464;4/8/2021 14:21:00;;United Kingdom;-6;0.00
13246;547386;3/22/2021 15:52:00;;United Kingdom;369;1504.91
13247;558863;7/4/2021 12:28:00;17243.0;United Kingdom;130;276.82
13248;C542732;1/31/2021 15:31:00;14180.0;United Kingdom;-2;-19.90
13249;536763;12/2/2020 14:42:00;17685.0;United Kingdom;331;452.52
13250;573359;10/30/2021 12:48:00;14178.0;United Kingdom;151;261.85
13251;541495;1/18/2021 14:59:00;;United Kingdom;54;386.21
13252;561697;7/29/2021 10:06:00;18127.0;United Kingdom;28;139.60
13253;C571925;10/19/2021 16:31:00;13115.0;United Kingdom;-7;-37.65
13254;561362;7/26/2021 15:41:00;;United Kingdom;-11;0.00
13255;574039;11/2/2021 12:57:00;17800.0;United Kingdom;66;127.30
13256;C567540;9/21/2021 10:00:00;12384.0;Switzerland;-5;-19.11
13257;C566611;9/13/2021 17:14:00;15513.0;United Kingdom;-2;-7.20
13258;564535;8/25/2021 15:10:00;18075.0;United Kingdom;216;404.80
13259;569638;10/5/2021 12:15:00;16140.0;United Kingdom;626;601.04
13260;562525;8/5/2021 13:35:00;18282.0;United Kingdom;75;100.21
13261;568904;9/29/2021 13:29:00;14691.0;United Kingdom;133;423.59
13262;558474;6/29/2021 15:42:00;16553.0;United Kingdom;48;204.00
13263;536633;12/2/2020 11:20:00;14901.0;United Kingdom;105;204.15
13264;550201;4/15/2021 10:25:00;12769.0;Brazil;356;1143.60
13265;C571262;10/16/2021 10:52:00;12901.0;United Kingdom;-360;-306.00
13266;563025;8/11/2021 14:00:00;;United Kingdom;1;1.69
13267;C548495;3/31/2021 13:34:00;17075.0;United Kingdom;-3;-20.35
13268;547551;3/23/2021 15:55:00;;United Kingdom;69;501.09
13269;566284;9/11/2021 14:49:00;14825.0;United Kingdom;72;160.20
13270;579526;11/30/2021 8:38:00;18058.0;United Kingdom;88;170.16
13271;580679;12/5/2021 14:49:00;18198.0;United Kingdom;191;318.45
13272;573256;10/28/2021 12:19:00;;United Kingdom;12;0.00
13273;576827;11/16/2021 14:28:00;12901.0;United Kingdom;720;612.00
13274;564741;8/28/2021 14:53:00;16107.0;United Kingdom;318;642.42
13275;539094;12/16/2020 10:12:00;13021.0;United Kingdom;57;157.35
13276;578270;11/23/2021 13:39:00;14096.0;United Kingdom;1801;6936.52
13277;552332;5/9/2021 10:24:00;13908.0;United Kingdom;209;335.11
13278;536995;12/3/2020 15:29:00;;United Kingdom;57;0.00
